Location,Latitude,Longitude,Elevation,Skycover,Orientation,Tilt,ACenergyPerYear,img
BandarBushehr,28.945,50.835,20.7,3.137894,-35,40,358.250987,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,40,383.729099,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,40,403.142429,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,40,412.004376,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,40,414.399791,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,40,404.651742,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,40,387.527566,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,40,361.941696,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,45,40,333.533706,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation45_Tilt40.png
BandarBushehr,28.945,50.835,20.7,3.137894,-45,50,319.196081,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-45_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,-35,50,345.280812,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,50,368.658157,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,50,384.900176,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,50,394.388419,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,50,395.837168,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,50,387.363522,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,50,371.096693,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,50,349.133879,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,45,50,321.916558,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation45_Tilt50.png
BandarBushehr,28.945,50.835,20.7,3.137894,-45,60,302.286422,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-45_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,-35,60,325.811086,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,60,344.452977,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,60,358.430415,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,60,367.520391,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,60,367.265943,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,60,361.564915,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,60,347.515489,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,60,328.218345,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,45,60,305.713185,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation45_Tilt60.png
BandarBushehr,28.945,50.835,20.7,3.137894,-45,70,281.363995,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-45_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,-35,70,298.990763,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,70,313.657575,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,70,323.635556,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,70,331.07564,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,70,331.147061,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,70,325.972342,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,70,316.133719,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,70,301.813008,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,45,70,283.995653,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation45_Tilt70.png
BandarBushehr,28.945,50.835,20.7,3.137894,-45,80,256.46342,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-45_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,-35,80,267.783396,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,80,275.966276,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,80,282.267799,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,80,285.629707,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,80,285.5333,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,80,283.09953,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,80,278.976794,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,80,270.016523,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,45,80,259.109348,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation45_Tilt80.png
BandarBushehr,28.945,50.835,20.7,3.137894,-45,90,229.935439,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-45_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,-35,90,233.825824,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-35_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,-25,90,235.025211,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-25_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,-15,90,235.210824,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-15_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,-5,90,234.041921,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation-5_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,5,90,234.024394,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation5_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,15,90,235.84997,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation15_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,25,90,237.551372,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation25_Tilt90.png
BandarBushehr,28.945,50.835,20.7,3.137894,35,90,235.492303,LocationBandarBushehrIntlAP_BS_IRN_Latitude28.945_Longitude50.835_Elevation20.7_Skycover3.137894_Orientation35_Tilt90.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,90,257.668,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt90.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,0,334.215626,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,0,358.836745,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,0,380.376946,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,0,397.445279,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,0,406.531669,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,0,405.456088,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,0,393.318468,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,0,374.549697,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,0,350.343106,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,0,324.271349,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt0.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,10,349.774289,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,10,378.133487,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,10,401.702543,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,10,419.885919,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,10,429.72548,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,10,428.660485,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,10,416.78122,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,10,395.825813,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,10,370.032049,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,10,340.444684,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt10.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,20,360.203795,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,20,389.798576,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,20,414.689818,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,20,433.012518,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,20,443.148298,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,20,441.914739,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,20,430.539881,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,20,408.720831,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,20,381.912904,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,20,350.624535,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt20.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,30,364.181647,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,30,394.066087,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,30,418.303381,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,30,437.403702,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,30,446.677025,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,30,445.506477,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,30,434.864063,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,30,413.694152,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,30,385.457079,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,30,355.029828,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt30.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,40,361.570516,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,40,390.641053,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,40,414.267832,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,40,432.562515,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,40,440.194656,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,40,440.119652,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,40,429.504567,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,40,409.699262,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,40,381.881759,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,40,352.25547,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt40.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,50,352.646814,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,50,379.444541,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,50,402.113396,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,50,418.159543,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,50,424.877767,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,50,425.251006,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,50,414.600247,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,50,396.961236,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,50,371.721217,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,50,342.340294,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt50.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,60,337.460271,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,60,361.807992,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,60,381.164918,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,60,394.553221,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,60,401.031745,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,60,399.94144,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,15,60,391.704304,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation15_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,25,60,375.40061,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation25_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,35,60,353.863421,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation35_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,45,60,327.726986,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation45_Tilt60.png
Shahrekord,32.297,50.842,2049.2,2.96312,-45,70,317.556995,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-45_Tilt70.png
Shahrekord,32.297,50.842,2049.2,2.96312,-35,70,336.996773,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-35_Tilt70.png
Shahrekord,32.297,50.842,2049.2,2.96312,-25,70,352.695163,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-25_Tilt70.png
Shahrekord,32.297,50.842,2049.2,2.96312,-15,70,362.332215,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-15_Tilt70.png
Shahrekord,32.297,50.842,2049.2,2.96312,-5,70,367.716526,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation-5_Tilt70.png
Shahrekord,32.297,50.842,2049.2,2.96312,5,70,365.922918,LocationShahrekordAP_CM_IRN_Latitude32.297_Longitude50.842_Elevation2049.2_Skycover2.96312_Orientation5_Tilt70.png
